TimeIndex,PDP
0,4.641317651344069e-12
1,1.9114818922603224e-12
2,3.683391536568734e-13
3,5.538471148573474e-12
4,1.554099958535113e-12
5,1.7786106823135814e-11
6,8.71216527919988e-12
7,2.5095422351540083e-12
8,2.9148468831366946e-12
9,3.268434745570497e-11
10,3.851512013718716e-11
11,2.1698706269514307e-11
12,1.644862264774081e-11
13,9.017857051211891e-11
14,1.7106186684366361e-10
15,2.2626763030665715e-10
16,4.284683464451437e-11
17,7.218026869511743e-12
18,9.575966290695712e-11
19,2.4128943645232734e-10
20,4.5243541249437386e-11
21,6.037456808114906e-11
22,4.288265580334552e-11
23,1.0941292245592279e-10
24,7.789734340863787e-11
25,4.436452326997288e-11
26,2.4067045004742605e-11
27,8.106130689108686e-11
28,2.3113820983801452e-10
29,9.559247898599535e-13
30,9.504404169674296e-12
31,5.5327960724347346e-12
32,1.2133346262988649e-10
33,1.457067120997348e-11
34,3.051196842313126e-11
35,2.5518571016896182e-14
36,3.4008572200412457e-11
37,6.663458147724769e-11
38,9.566189968220306e-12
39,2.715452543981567e-11
40,2.1763998852553673e-12
41,6.427747942438024e-11
42,4.85458478411165e-11
43,2.2022011649133113e-11
44,2.7361922134297562e-11
45,5.482089549119297e-11
46,2.789234313992527e-11
47,3.727962638475191e-11
48,9.068996508124825e-11
49,3.445325546587629e-11
50,5.07705314296299e-11
51,3.1730143064353667e-12
52,9.379853973191085e-12
53,3.2676177693101466e-11
54,4.659282820208166e-11
55,1.37474748943655e-11
56,3.149979333410027e-12
57,2.341770545184263e-11
58,2.7087301890206104e-11
59,1.1677998105134476e-11
60,4.035451054852012e-12
61,9.88681977984551e-12
62,4.4622967595355915e-11
63,5.056841844730941e-12
64,1.8503115063027172e-13
65,9.933091903208562e-12
66,2.6226288727582463e-11
67,1.6727048212382266e-11
68,3.1486673037210165e-12
69,9.795354660185732e-12
70,7.094141661283077e-12
71,1.857919227580338e-11
72,5.548915032755469e-12
73,5.55597475956255e-12
74,1.1890541573987535e-11
75,2.622696874093518e-11
76,6.5232278829532086e-12
77,9.60690775483776e-12
78,1.0808544693764075e-12
79,1.2461747283254529e-11
80,7.74084758527165e-12
81,3.946485100179052e-12
82,2.8441158822015453e-12
83,8.874491033979484e-12
84,1.6269063571542836e-11
85,1.4521922966414695e-11
86,1.3026791007295379e-11
87,1.1261693280276869e-11
88,9.327021202025755e-12
89,2.4258417601500063e-11
90,1.0798938408248233e-11
91,1.3432014114724004e-11
92,6.431863515980559e-12
93,1.7792019417180305e-11
94,1.8721470791579017e-11
95,6.087137200622217e-12
96,1.0941603826538318e-11
97,7.606370462902551e-12
98,9.436315588594104e-12
99,1.1876798673894421e-11
100,3.762703327605319e-12
101,1.5159317586942317e-13
102,5.285087303235379e-12
103,7.0522190753582515e-12
104,1.0198103555413274e-12
105,2.8124005003627316e-13
106,6.825002809449613e-12
107,5.832075912368314e-12
108,2.431760105214117e-12
109,8.417915794567888e-12
110,6.557082860157258e-12
111,8.018763528704041e-13
112,4.0799862126761683e-13
113,6.099106706103521e-13
114,5.621829221184784e-12
115,5.043284650275895e-12
116,1.9947845219680792e-13
117,5.461574552363524e-13
118,4.714176832641266e-12
119,1.616722076229412e-11
120,6.924247635263359e-12
121,3.0028605779214217e-12
122,5.00408887490056e-12
123,1.0725074238644392e-11
124,2.7961682919152316e-12
125,2.9362530574459946e-14
126,4.81622250764874e-12
127,7.160068727070045e-12
128,1.1677761003735394e-12
129,2.4408911710984144e-12
130,4.679425475194489e-12
131,6.804241171550811e-12
132,1.0576401595383485e-12
133,5.448933048502886e-13
134,1.1518894799481055e-12
135,3.4667333139112412e-12
136,1.74151353797277e-12
137,1.0370644182521354e-12
138,1.3537368186307083e-13
139,1.4377537763257467e-13
140,1.5147063183449501e-12
141,9.22516172336233e-13
142,2.135970927011294e-13
143,1.4456595739810625e-15
144,5.027700072080131e-13
145,1.574557257708362e-12
146,1.1362979313994415e-12
147,1.2527506303635159e-12
148,2.9610997809080315e-12
149,7.371305406711729e-12
150,8.197239379983765e-12
