TimeIndex,PDP
0,5.480996567227296e-13
1,5.581528274024886e-12
2,3.991617046923991e-12
3,6.362758605767644e-12
4,5.787170364956907e-12
5,5.576466749378479e-12
6,2.4875491613463845e-11
7,1.1052165099002073e-12
8,1.1631899498194939e-11
9,1.7570610515983457e-11
10,6.602380737162488e-11
11,2.403408173889547e-11
12,1.6297932160873184e-11
13,7.060303306518312e-11
14,2.1957731721203713e-10
15,1.7410200784902488e-10
16,2.86822121175721e-11
17,7.182437055757434e-13
18,1.1341942595575478e-10
19,2.350541830985165e-10
20,5.394110771247063e-11
21,6.477600440465154e-11
22,2.093789085120146e-11
23,1.7793098927960198e-10
24,8.837192811531102e-11
25,3.3969015598574206e-11
26,2.7871326117939912e-12
27,7.41145808622024e-11
28,1.934587658774976e-10
29,1.190575700136944e-11
30,1.4526780765265001e-11
31,2.9232521863314464e-12
32,6.616140500488372e-11
33,4.565052504892785e-11
34,1.6101316757143878e-11
35,3.848199330180179e-12
36,3.4860617213049347e-11
37,7.899299222002362e-11
38,2.0628430216907765e-11
39,2.4002744511834856e-11
40,4.011905974012937e-12
41,7.346613907324395e-11
42,7.454540614066605e-11
43,3.6621100252236844e-11
44,2.0159285066186898e-11
45,4.774321682327293e-11
46,3.1490571338303196e-11
47,6.81872169707669e-11
48,6.03038060720148e-11
49,3.8518360378924146e-11
50,1.7429529896296594e-11
51,8.912222027779064e-12
52,1.8031546770871886e-12
53,1.5694481301579458e-11
54,2.941097095036048e-11
55,1.1145671810833304e-11
56,5.874132597967709e-12
57,9.111664385147388e-12
58,1.4266124856117636e-11
59,1.9906651194941314e-11
60,7.52519529455233e-12
61,1.3153149966152416e-11
62,3.111775767382599e-11
63,4.2937555229810704e-11
64,7.199527604017765e-12
65,7.032090906392216e-12
66,2.8714216344555174e-11
67,3.6931241101978737e-11
68,1.3392304812522378e-12
69,7.131009821168415e-12
70,1.7627331900815567e-11
71,2.1021088055000964e-11
72,2.8337345738942796e-11
73,2.794823798391888e-12
74,2.8102471261203876e-11
75,1.6938564885009436e-11
76,3.353148592819921e-11
77,2.436100282787127e-12
78,2.149926734836608e-11
79,5.656554043178597e-12
80,2.423634950255179e-11
81,1.4183602435107028e-12
82,3.804937433754404e-12
83,3.0144923109423237e-12
84,3.973299698594248e-11
85,1.7228571035383016e-12
86,1.4774056830191123e-11
87,1.4272171833905288e-12
88,1.0667453887419954e-11
89,2.0655027336151132e-11
90,4.710088009181654e-12
91,2.252762744396467e-12
92,7.157513738770553e-14
93,1.0993579405776993e-11
94,3.1312827139334196e-11
95,1.4531991284660227e-12
96,1.6399532524061918e-12
97,4.225603253492212e-12
98,7.512904878783538e-12
99,1.4260905717571884e-12
100,1.5982485100289202e-12
101,1.8034692667713694e-12
102,2.7677684139232247e-12
103,6.835434625857202e-15
104,2.212230373769944e-12
105,1.2462592897384079e-12
106,2.6404430592358505e-12
107,2.7309747403873583e-12
108,1.3871125008902676e-11
109,9.147415633618174e-12
110,3.622453466441326e-12
111,3.888353518910019e-12
112,3.646766499145727e-12
113,1.2525822584062795e-11
114,4.115356363868255e-12
115,9.310970765713733e-12
116,2.1441955516287416e-12
117,2.843751796023216e-13
118,4.6292827337607674e-12
119,1.0065579260714278e-11
120,2.325751850485038e-12
121,3.113263943120328e-12
122,1.2330480790629658e-13
123,4.4611816107464255e-12
124,1.3040742298051796e-12
125,6.270330150872892e-13
126,2.968805914646185e-13
127,9.863652213977273e-14
128,4.093437352138317e-13
129,1.7018904212582194e-13
130,5.4618838917166935e-14
131,2.808009382481187e-13
132,9.788941932348364e-13
133,5.859169391927686e-13
134,3.5788920828581664e-14
135,7.441738512944978e-13
136,2.451790306069002e-12
137,1.3404039057601506e-12
138,8.012468937926562e-13
139,2.6316678249358343e-12
140,1.1704456614090027e-12
141,3.755271953352497e-13
142,3.6086632729466244e-13
143,2.410672072675999e-14
144,5.883739978792132e-13
145,7.67771739967348e-13
146,1.0880290619022172e-12
147,7.451789089142117e-13
148,3.323339524613808e-14
149,7.295770699003467e-13
150,2.8746688676906073e-12
