TimeIndex,PDP
0,1.5792447208552917e-11
1,2.0796474432727534e-12
2,7.140296148039179e-12
3,3.1792142752349954e-11
4,2.4381230605690218e-11
5,8.380492117314713e-11
6,1.365292552770808e-11
7,5.061719824403656e-11
8,2.7294890685619277e-11
9,1.0118533672603025e-10
10,1.7908938581782559e-10
11,3.618976878830274e-11
12,1.428658274952887e-10
13,2.0598546305367317e-10
14,6.721213777551835e-10
15,7.23072731840882e-10
16,1.7609106907499548e-10
17,2.265357181900463e-11
18,3.508845067290691e-10
19,6.640474928240046e-10
20,4.214445174033926e-11
21,1.1304601305232878e-10
22,1.963728976695945e-11
23,3.763979874834647e-10
24,2.7089113530218756e-10
25,1.9257778725875586e-10
26,8.70825247571116e-11
27,3.495025471654084e-10
28,8.262257137166213e-10
29,9.978178161517327e-11
30,7.268452748153661e-11
31,3.3291946001643195e-12
32,4.94219187396853e-10
33,4.433111622015216e-11
34,3.087836999116649e-10
35,4.060578018015019e-12
36,1.739681899759883e-10
37,2.1739035602310376e-10
38,1.638780772111815e-10
39,2.8488466814049485e-10
40,4.428411382489005e-12
41,2.590563473213893e-10
42,1.124321993702875e-10
43,2.2511622214386375e-11
44,5.916727928431843e-11
45,7.722552182322618e-11
46,5.7808658806320855e-11
47,3.3091294461453e-11
48,1.4804062641639078e-10
49,5.4457218562959933e-11
50,3.045456293107766e-11
51,1.1535710441463198e-10
52,3.426014582612087e-11
53,4.840225992000713e-11
54,1.465076117914545e-10
55,3.056519377486336e-11
56,3.46602510566864e-11
57,1.553699058440116e-11
58,1.1374744116613938e-10
59,9.092151891450978e-11
60,3.2076856915295635e-11
61,2.4307746553235162e-11
62,1.437679011978895e-10
63,6.040418398480431e-11
64,1.643564435016954e-11
65,6.182339565206209e-12
66,9.495252157619267e-11
67,1.0493583402271455e-10
68,1.5454337620392703e-12
69,6.460336128435861e-11
70,4.053713260674372e-11
71,1.351122280429745e-10
72,8.825824759029001e-11
73,7.013434819901167e-11
74,3.602065640642294e-10
75,1.3004795977581864e-10
76,1.449861020878655e-10
77,3.573240989324979e-11
78,1.0036319414752023e-10
79,3.2962422690989116e-11
80,6.704663927839694e-11
81,2.658329897905158e-11
82,6.59744494222311e-11
83,4.8911310072779564e-12
84,3.0399493375394977e-10
85,5.194163846602358e-11
86,1.232596154483558e-10
87,9.558448460941204e-11
88,1.69142347360564e-11
89,1.245129230972195e-10
90,1.5731554473937532e-11
91,3.944290678965655e-11
92,1.6259833744810912e-11
93,8.263530747788404e-11
94,3.3881611444837096e-11
95,3.961106063565761e-11
96,5.389449284170888e-12
97,1.2558510527375097e-10
98,6.389731423170647e-11
99,2.1058338791136734e-11
100,3.821739065087423e-11
101,1.983425828462907e-13
102,1.6616281035241915e-11
103,1.0493341706510255e-11
104,4.391194587605592e-11
105,2.316740505832827e-11
106,2.383776662390566e-11
107,2.3885592591769145e-11
108,2.0641945684905386e-11
109,2.1435176223990173e-11
110,5.200483418966825e-12
111,4.486170111296513e-12
112,2.4839870757883748e-11
113,4.101353553089274e-11
114,8.430380426003092e-12
115,5.489322349245881e-12
116,7.720890182393955e-12
117,2.0437696269856502e-11
118,3.356164289645756e-11
119,2.7514365742960113e-11
120,3.336747760264388e-11
121,2.8861529125646313e-11
122,3.314899310252838e-12
123,5.131830316687849e-12
124,4.490606475978753e-12
125,5.221960586727458e-12
126,6.080682138409068e-12
127,2.2222280297063657e-12
128,1.884364683857467e-11
129,1.284982090880018e-11
130,8.824680811013452e-12
131,5.052543353271569e-12
132,1.759189382173737e-11
133,1.5014837872896894e-11
134,1.4432352671631796e-11
135,1.5742398603234115e-11
136,1.475697230259339e-11
137,4.0649605411647886e-12
138,2.4084729797164383e-12
139,1.4882829440613986e-11
140,8.203234642282899e-12
141,1.709351453107978e-12
142,3.0207995087562217e-12
143,3.4266824853403158e-12
144,1.544664227329048e-12
145,5.367587075667303e-13
146,9.042817210156345e-13
147,4.250465429523799e-12
148,9.367422942964353e-12
149,1.6749012509204513e-11
150,3.1062770689098975e-11
