TimeIndex,PDP
0,6.15744694857826e-12
1,7.469200850812209e-12
2,1.8221957010196265e-12
3,7.613505985232344e-12
4,3.682484531443419e-12
5,4.578893159936217e-11
6,1.9999554222785307e-11
7,1.2908065050546593e-11
8,6.78875552469577e-12
9,9.714291319644857e-11
10,1.4688723126858227e-10
11,3.501765495316047e-11
12,2.470789815253857e-11
13,2.607197987285494e-10
14,5.151961051948701e-10
15,4.441585251870679e-10
16,1.0565044458421088e-10
17,1.57407559342954e-11
18,3.720987071218074e-10
19,6.959475341408857e-10
20,1.1474939070781037e-10
21,1.2309677134959372e-10
22,9.88421297337552e-11
23,3.326511808069061e-10
24,2.1242922484598724e-10
25,8.550577005822458e-11
26,3.076323308491691e-11
27,2.2903963645918958e-10
28,5.028105205061945e-10
29,2.8284928873693686e-11
30,1.1771555747965953e-11
31,6.471893524773933e-12
32,2.1349383033569738e-10
33,1.0860379165782386e-10
34,2.0863720171031012e-11
35,1.6184210315008771e-12
36,6.910320435317297e-11
37,2.7086735024048394e-10
38,4.9205560587646e-11
39,2.5097553246785082e-11
40,1.9065509028577223e-11
41,2.431914617236241e-10
42,1.6905232812167938e-10
43,1.0539009629652371e-10
44,7.079748552417963e-11
45,1.1322522938325726e-10
46,1.5322360654405519e-10
47,2.7654037482674503e-10
48,1.8203903527555787e-10
49,4.6564094442324425e-11
50,1.428287894361002e-10
51,4.5559672943186774e-11
52,1.1346312480410142e-10
53,1.6914769014231416e-11
54,8.720484970333781e-11
55,6.005074635974114e-11
56,5.776357743969419e-11
57,7.960149351156086e-12
58,1.5534059519926504e-11
59,3.639212951711965e-11
60,1.8350673404332298e-11
61,1.3651008616198206e-11
62,1.1428890041973274e-11
63,7.544940077146574e-11
64,7.491586087289278e-13
65,2.7619782213003064e-11
66,8.367079938026112e-12
67,7.705948297889849e-11
68,1.826461174329781e-11
69,2.1477558836544383e-11
70,1.2287359420848407e-11
71,4.9321248383359395e-11
72,7.631766192100273e-11
73,2.6623167385872625e-11
74,1.3181675523700328e-10
75,7.874590305802918e-11
76,1.819876188112645e-10
77,1.691270067846573e-11
78,2.677491007447229e-11
79,2.6806631666388395e-11
80,8.462475486824321e-11
81,7.168802361897611e-12
82,3.0609029410808965e-12
83,6.433689250432636e-11
84,1.256903633487347e-10
85,5.37185203942748e-11
86,2.727199505455508e-11
87,1.476181504806844e-11
88,3.7600304138869174e-11
89,2.950888722270894e-11
90,4.020272292546647e-11
91,4.190838133748055e-12
92,6.560685632238551e-12
93,2.487965230647049e-11
94,4.527848737412876e-11
95,1.2862622837329099e-11
96,1.467804533946383e-11
97,1.648999624725149e-11
98,2.2421583229814185e-11
99,7.068985109591022e-11
100,1.7834550960399198e-11
101,2.07571796798776e-12
102,1.7177781488944697e-11
103,4.087754570381168e-11
104,6.8508045246791e-12
105,1.4614938475950516e-12
106,4.4050138036725525e-12
107,2.5099445762712662e-11
108,3.290375977689214e-11
109,1.309908027542319e-11
110,4.616653448418766e-12
111,7.445968655144065e-12
112,2.449146746185781e-11
113,7.830820312644639e-12
114,3.675727472420877e-12
115,9.81534511017231e-13
116,1.3521598647113048e-11
117,1.3550328040677781e-11
118,5.750973713320503e-12
119,2.764511099448293e-12
120,3.182803037905273e-12
121,9.664192038876535e-13
122,4.042981399956607e-12
123,6.441845473025993e-12
124,1.2448606203997067e-11
125,1.521630536974616e-12
126,4.908225006101959e-12
127,4.8697186178406476e-12
128,1.2750913535075048e-11
129,5.199838485185446e-12
130,2.2567117922959974e-12
131,2.3062590750229007e-12
132,1.1235402968711359e-11
133,5.480209239764602e-12
134,3.268900115973722e-13
135,3.855364774629152e-12
136,1.1498770856753581e-11
137,4.302890330106127e-12
138,9.337536776932102e-13
139,2.0508749686683724e-12
140,3.442396760717721e-12
141,3.769275399976492e-12
142,2.4652705162952524e-12
143,2.352061779285063e-12
144,3.4060431814212235e-12
145,4.185868653841045e-12
146,5.880351011590998e-12
147,2.734925596605024e-12
148,1.1783181698311688e-12
149,4.369741974643795e-12
150,4.962938017661608e-12
